实体ID,实体名称,实体类别
12709,右眼底黄斑,Illness
12710,动脉粥样硬化症（颈,Illness
12711,右肺肺大疱,Illness
12712,左环,Illness
12713,回盲部粪石梗阻,Illness
12714,低白蛋白血症,Illness
12715,中度贫血,Illness
12716,不完全性右束支传导阻滞,Illness
12717,高血压3级,Illness
12718,颈部纤维瘤,Illness
12719,胃底体交界间质瘤,Illness
12720,左上肺局限性肺气肿,Illness
12721,非酒精性脂肪性肝,Illness
12722,右肺钙化灶及少量结节,Illness
12723,左侧输尿管结石术后,Illness
12724,左输尿管上段结石伴扩张,Illness
12725,颈动脉内膜增厚伴斑块,Illness
12726,高血压病2级（极高危）,Illness
12727,两肺上叶肺气肿,Illness
12728,支气管扩张症伴感染,Illness
12729,颈椎病伴椎间盘突出,Illness
12730,贲门炎性增生,Illness
12731,胸椎侧弯,Illness
12732,冠心病（1不稳定性心绞痛2PCI术后）,Illness
12733,右侧乳腺结节,Illness
12734,肝左叶囊肿(可能),Illness
12735,卵巢癌术后,Illness
12736,亚急性腔隙性脑梗死,Illness
12737,萎缩性胃炎，胃角溃疡（S1期）,Illness
12738,右肺多发结节,Illness
12739,甲状腺结节伴钙化,Illness
12740,左上肺小结节,Illness
12741,心室内传导延缓,Illness
12742,垂体前叶功能减退（皮质功能减退）,Illness
12743,血管迷走性晕厥,Illness
12744,左上肢陈旧性骨折术后,Illness
12745,非酒精脂肪肝,Illness
12746,I°房室传导阻滞,Illness
12747,子宫全切术后,Illness
12748,右糖尿病足,Illness
12749,左肾肿瘤切除术后,Illness
12750,冠脉内支架植入术后,Illness
12751,T4综合征,Illness
12752,胃修补术后,Illness
12753,肥厚型心肌病,Illness
12754,双侧腹股沟疝斜疝术后,Illness
12755,颈椎退变伴C6/7椎间盘突出,Illness
12756,双侧输尿管扩张,Illness
12757,肝囊肿,Illness
12758,贲门息肉慢性非萎缩性胃炎,Illness
12759,亚临床糖尿病神经病变,Illness
12760,光泽苔藓,Illness
12761,腰椎管狭窄症,Illness
12762,左侧上颌窦炎症,Illness
12763,甲状腺功能亢进症(Graves病),Illness
12764,部分性垂体前叶功能减退（垂体-肾上腺轴）,Illness
12765,左侧乳腺切除术后,Illness
12766,胆囊多发息肉,Illness
12767,主动脉狭窄伴关闭不全,Illness
12768,5足趾切除术后,Illness
12769,右侧睾丸囊肿,Illness
12770,间充质干细胞移植治疗术后,Illness
12771,胰头混合性占位,Illness
12772,睾丸鞘膜积液,Illness
12773,颅骨骨折术后,Illness
12774,右侧全髋关节置换术后,Illness
12775,乳腺小叶增生症,Illness
12776,左下肺结节,Illness
12777,右肩胛骨骨折内固定术后,Illness
12778,慢性肾脏病3期,Illness
12779,肾上腺占位切除术后,Illness
12780,轻度脂肪肝,Illness
12781,胃息肉摘除术后,Illness
12782,直肠脱垂,Illness
12783,壶腹癌术后,Illness
12784,间位结肠,Illness
12785,十二指肠多发溃疡,Illness
12786,子宫息肉切除术后,Illness
12787,甲状旁腺功能亢进,Illness
12788,ERC+EPT+取石+胰管支架置入+ENBD术后,Illness
12789,肾上腺占位,Illness
12790,心脏起搏器术后,Illness
12791,腰椎间盘变性伴轻度突出,Illness
12792,右侧胸腔积液,Illness
12793,高血压2级极高危组,Illness
12794,右侧肾上腺肿瘤术后,Illness
12795,慢性肾脏病II期,Illness
12796,慢性肾脏病1期,Illness
12797,糖尿病外周神经病变,Illness
12798,锁骨下动脉粥样硬化症,Illness
12799,高血压病2级极高危组,Illness
12800,肺栓塞,Illness
12801,肺结节病,Illness
12802,陈旧性脑干腔隙性梗死,Illness
12803,甲状腺结节（乳头样癌可能）,Illness
12804,胰胆管改道术后,Illness
12805,升结肠息肉,Illness
12806,左下腹皮肤软组织感染,Illness
12807,糖尿病视网膜病变（2期）,Illness
12808,抑郁症,Illness
12809,左侧胫腓骨骨折,Illness
12810,骨折,Illness
12811,垂体Rathke囊肿,Illness
12812,颈椎间盘突出症伴椎间盘变性,Illness
12813,短阵房性心动过速,Illness
12814,疤痕子宫(剖宫产术后),Illness
12815,糖尿病肾病慢性肾脏病3期,Illness
12816,戊肝病毒感染,Illness
12817,左侧卵巢囊肿,Illness
12818,右侧卵巢囊肿切除术后,Illness
12819,左侧颞极蛛网膜囊肿,Illness
12820,高血压病1级（中危）,Illness
12821,两下肺少量渗出,Illness
12822,颈椎病伴椎管狭窄，颈椎间盘突出（C3~7）,Illness
12823,缺铁性贫血（隐形缺铁期）,Illness
12824,高频听力损失,Illness
12825,子宫切除术后,Illness
12826,外痔,Illness
12827,继发性甲状旁腺功能减退症,Illness
12828,孕5月,Illness
12829,结肠黑变病,Illness
12830,右下肢皮肤感染,Illness
12831,左侧甲状腺背侧部实质性占位,Illness
12832,右半结肠穿孔修补术后,Illness
12833,扁桃体摘除术,Illness
12834,高血压病2级(极高危),Illness
12835,左侧甲状腺结节（乳头状癌可能）,Illness
12836,膀胱憩室,Illness
12837,主动脉及冠状动脉管壁钙化,Illness
12838,脾内实质性占位病变,Illness
12839,原发性甲状腺机能减退症,Illness
12840,扩张性心肌病,Illness
12841,右侧输尿管囊肿,Illness
12842,垂体囊肿,Illness
12843,T12,Illness
12844,右肺上叶及左肺结节,Illness
12845,左肺小结节,Illness
12846,I度房室传导阻滞,Illness
12847,糖尿病视网膜病变（III期）,Illness
12848,颈椎间盘突出,Illness
12849,肝硬化可能（需排除占位性病变）,Illness
12850,预激综合征射频消融术后,Illness
12851,高血压病I级（中危组）,Illness
12852,腔隙性脑梗死急性期,Illness
12853,右乳包块切除术后,Illness
12854,空泡蝶鞍（部分）,Illness
12855,右侧放射冠区软化灶,Illness
12856,左肾癌根治术后,Illness
12857,双下肢动脉硬化症,Illness
12858,胃癌IIIB（T3，N3a，cM0）,Illness
12859,左侧颈动脉斑块,Illness
12860,左侧颈动脉内膜增厚,Illness
12861,右侧肾上腺髓脂瘤,Illness
12862,狼疮性肾炎,Illness
12863,阻塞性睡眠呼吸暂停综合征,Illness
12864,左肾小结石,Illness
12865,子宫次全切术后,Illness
12866,双胫前动脉闭塞症,Illness
12867,颈动脉斑块形成,Illness
12868,右耳重度感音神经性耳聋,Illness
12869,高血压病（3级,Illness
12870,颈动脉轻度狭窄,Illness
12871,两侧额顶叶深部及双侧脑室前后角旁慢性缺氧性改变（FezakasⅠ级）,Illness
12872,外展神经麻痹,Illness
12873,甲亢131碘治疗后,Illness
12874,双侧腕管综合征,Illness
12875,VitD不足,Illness
12876,左下,Illness
12877,非酒精性脂肪性肝病,Illness
12878,颈动脉粥样硬化伴狭窄,Illness
12879,前列腺增生,Illness
12880,两侧上颌窦及筛窦炎,Illness
12881,主动脉粥样硬化症,Illness
12882,输尿管镜碎石术后,Illness
12883,右侧肺癌术后,Illness
12884,痛风,Illness
12885,陈旧性广泛前壁心肌梗死,Illness
12886,冠状动脉粥样硬化心脏病,Illness
12887,小肠黄色瘤,Illness
12888,心律失常：,Illness
12889,糖尿病肾病IV期,Illness
12890,双侧卵巢巧克力囊肿,Illness
12891,直肠息肉钳除术后,Illness
12892,腹主动脉瘤腔内修复术后,Illness
12893,左肾囊肿伴囊壁钙化,Illness
12894,升主动脉瘤,Illness
12895,反流性食管炎,Illness
12896,两肺下叶结节,Illness
12897,椎体血管瘤,Illness
12898,右肺上叶支气管扩张伴感染,Illness
12899,左侧甲状腺囊肿,Illness
12900,胃黄色瘤,Illness
12901,败血症,Illness
12902,右枕部皮下脂肪瘤,Illness
12903,甲亢放射性碘治疗后,Illness
12904,结肠多发憩室,Illness
12905,鼻咽癌放疗术后,Illness
12906,右侧睾丸鞘膜积液,Illness
12907,心功能不全心功能Ⅲ级（NYHA分级）,Illness
12908,胃体增生性息肉,Illness
12909,左侧上颌窦炎,Illness
12910,痔疮,Illness
12911,十二指肠球炎,Illness
12912,二度Ⅰ型房室传导阻滞,Illness
12913,脑梗塞后遗症期,Illness
12914,慢性乙型病毒性肝炎,Illness
12915,宫内早孕,Illness
12916,右侧乳腺瘤样增生结节,Illness
12917,双下肢静脉瓣关闭不全,Illness
12918,胃体间质瘤,Illness
12919,糖尿病周围神经病,Illness
12920,右肺小结节,Illness
12921,右侧腹股沟疝术后,Illness
12922,脾功能亢进,Illness
12923,阿茨海默病,Illness
12924,右下肢动脉缺血,Illness
12925,右侧基底节区陈旧性腔隙性脑梗死,Illness
12926,支气管扩张症,Illness
12927,肝内结节,Illness
12928,心功能II级（NYHA分级）,Illness
12929,牙周脓肿,Illness
12930,IPMN可能,Illness
12931,右侧甲状腺切除术后,Illness
12932,神经性呕吐,Illness
12933,慢性咽炎,Illness
12934,高血压病3级（极高危组）,Illness
12935,肝脏囊肿,Illness
12936,右膝关节退变,Illness
12937,Ⅰ°房室传导阻滞,Illness
12938,小肠疝气,Illness
12939,左锁骨下动脉狭窄,Illness
12940,肾功能异常,Illness
12941,幽门螺旋杆菌感染,Illness
12942,腰椎椎管狭窄,Illness
12943,二尖瓣脱垂伴关闭不全,Illness
12944,骶管囊肿,Illness
12945,主动脉及冠脉钙化,Illness
12946,腰椎间盘突出术后,Illness
12947,丘脑疼痛综合症,Illness
12948,筛窦及蝶窦炎症,Illness
12949,右甲状腺后占位,Illness
12950,双侧乳腺结节,Illness
12951,甲状腺腺瘤切除术后,Illness
12952,子宫腺体摘除术后,Illness
12953,右上肢动静脉内瘘术后,Illness
12954,亚急性甲状腺炎,Illness
12955,双乳腺小叶增生,Illness
12956,小儿麻痹后遗症,Illness
12957,两侧骶髂关节退变,Illness
12958,混合性高脂血症,Illness
12959,慢性萎缩性胃炎（C1）伴糜烂,Illness
12960,乙肝小三阳,Illness
12961,胆囊小结石,Illness
12962,幼稚子宫,Illness
12963,十二指肠球部布氏腺囊肿可能,Illness
12964,非酒精性脂肪肝肝炎,Illness
12965,C5-C7椎间盘突出,Illness
12966,左肾微小囊肿可能,Illness
12967,双下肢动脉狭窄,Illness
12968,肾上腺增生,Illness
12969,维生素Ｄ缺乏,Illness
12970,肺间质病变,Illness
12971,颈椎病颈椎间盘突出,Illness
12972,左腘窝囊肿切除术后,Illness
12973,双侧上颌窦及筛窦炎,Illness
12974,右肺陈旧性病变,Illness
12975,胆囊结石伴胆囊炎,Illness
12976,慢性心功能不全,Illness
12977,右侧胫后动脉闭塞症,Illness
12978,腰椎退变伴椎间盘变性,Illness
12979,右上肺结节,Illness
12980,掌跖脓疱病,Illness
12981,慢性阻塞性肺疾病,Illness
12982,右乳腺小叶增生,Illness
12983,颈部蜂窝织炎,Illness
12984,右上肺陈旧病灶,Illness
12985,双侧颈动脉粥样硬化,Illness
12986,十二指肠炎,Illness
12987,6-7椎间盘突出,Illness
12988,双眼白内障人工晶体植入术后,Illness
12989,直肠癌,Illness
12990,脑膜瘤,Illness
12991,子宫部分切除术后,Illness
12992,双侧肺炎,Illness
12993,颈椎椎管狭窄,Illness
12994,非酒精性脂肪型肝炎,Illness
12995,甲状腺结节切除术后,Illness
12996,胆总管结石,Illness
12997,左肾囊肿伴钙化,Illness
12998,子宫肌瘤摘除术后,Illness
12999,胃转流术后,Illness
13000,左侧颈动脉粥样硬化症,Illness
13001,双侧肾囊肿,Illness
13002,肝右后叶小血管瘤,Illness
13003,高血压病（1级高危）,Illness
13004,陈旧性T12压缩性骨折,Illness
13005,小肠区间质瘤,Illness
13006,双侧扁桃体摘除术后,Illness
13007,放射冠区急性脑梗死,Illness
13008,胆囊赘生物,Illness
13009,胆囊腺肌症,Illness
13010,结肠多发毛细血管扩张伴出血,Illness
13011,精囊炎,Illness
13012,脾脏增大,Illness
13013,胃多发性息肉,Illness
13014,高度房室传导阻滞,Illness
13015,右乳包块,Illness
13016,主动脉及冠脉壁钙化,Illness
13017,双膝内侧半月板后角损伤,Illness
13018,右肺结节,Illness
13019,两肺支气管轻度扩张,Illness
13020,左肾错构瘤可能,Illness
13021,胰体切缘胰高血糖素瘤复发,Illness
13022,中孕,Illness
13023,前列腺癌伴骨转移,Illness
13024,贲门癌,Illness
13025,肝多发囊肿,Illness
13026,腹腔镜胆囊切除术后,Illness
13027,胆囊结石合并慢性胆囊炎,Illness
13028,胃底腺息肉摘除术后,Illness
13029,高血压病3级（极高危),Illness
13030,右侧膝关节积液,Illness
13031,类天疱疮,Illness
13032,急性小脑梗死,Illness
13033,直肠粘膜组织慢性炎症,Illness
13034,左肺尖小结节,Illness
13035,陈旧性脑梗塞,Illness
13036,心肌桥,Illness
13037,右下肢丹毒,Illness
13038,前交通动脉瘤,Illness
13039,左侧肾上腺内侧支结节样增粗,Illness
13040,右膝内,Illness
13041,二尖瓣中度反流,Illness
13042,低促性腺激素性性腺功能减退症,Illness
13043,右耳后囊腺瘤术后,Illness
13044,腰椎开窗减压手术后,Illness
13045,吻合口炎,Illness
13046,肠息肉切除术后,Illness
13047,双侧颈动脉斑块,Illness
13048,宫颈高度鳞状上皮内病变,Illness
13049,颅内动脉粥样硬化症,Illness
13050,甲状旁腺囊性占位（左下）,Illness
13051,右下肢骨折,Illness
13052,霉菌性阴道炎,Illness
13053,锁骨骨折术后,Illness
13054,结肠息肉夹除术后,Illness
13055,右肋骨陈旧性骨折,Illness
13056,两肺下叶炎,Illness
13057,左侧肾上腺体部增粗,Illness
13058,两肺感染伴支气管扩张,Illness
13059,血吸虫肝病,Illness
13060,肋骨切除术后,Illness
13061,双眼视网膜病变术后,Illness
13062,双侧乳腺小叶增生（瘤样增生结节可能，BI-RADS分3类）,Illness
13063,右侧男性乳腺增生,Illness
13064,亚临床甲状腺功能亢进症,Illness
13065,Barrett食管,Illness
13066,左侧中耳乳突炎,Illness
13067,完全右束支传导阻滞,Illness
13068,心律失常：心房扑动伴心动过速,Illness
13069,间质性肺炎(UIP型),Illness
13070,翼状胬肉,Illness
13071,右侧乳突炎,Illness
13072,前列腺钙化,Illness
13073,十二指肠溃疡,Illness
13074,慢性十二指肠球部溃疡,Illness
13075,肝左内叶高回声区,Illness
13076,结肠憩室,Illness
13077,骨质减少,Illness
13078,双侧肱骨内固定植入术后,Illness
13079,乳腺癌术后（右乳腺）,Illness
13080,轻度肺动脉高压,Illness
13081,横结肠息肉钳除术后,Illness
13082,肝内血管瘤,Illness
13083,胃转流+胆囊切除术,Illness
13084,两肺下叶炎症,Illness
13085,先天性心脏病：冠状动脉肺动脉瘘,Illness
13086,肺炎,Illness
13087,双肾窦高密度影,Illness
13088,双侧胸腔积液,Illness
13089,左肾上腺低密度结节,Illness
13090,桥本甲状腺炎（甲亢期）,Illness
13091,两肺下叶支扩,Illness
13092,十二指肠球部假性憩室,Illness
13093,高血压病3极（极高危）,Illness
13094,糖尿病视网膜病变4期,Illness
13095,鼓膜穿孔,Illness
13096,右侧肾脏结石,Illness
13097,肝功能损害,Illness
13098,糖尿病视网膜病变激光治疗术后,Illness
13099,双肾结石,Illness
13100,结肠多发增生性息肉,Illness
13101,直肠腺癌,Illness
13102,C4-7椎间盘突出伴椎管狭窄,Illness
13103,右侧颈动脉斑块,Illness
13104,左肾癌根治性切除术后,Illness
13105,腰椎间盘突出症术后,Illness
13106,左面蜂窝织炎,Illness
13107,冠心病支架置入术后,Illness
13108,鼻息肉切除术后,Illness
13109,双侧鼻息肉切除术+鼻窦开放术后,Illness
13110,两肺纹理稍增多,Illness
13111,樱桃状血管瘤,Illness
13112,孕9周,Illness
13113,子宫及左侧附件切除术后,Illness
13114,左肺癌,Illness
13115,右侧颈动脉斑块形成,Illness
13116,脑梗后遗症,Illness
13117,急性胃炎,Illness
13118,高血压1级（很高危）,Illness
13119,两肺上叶钙化灶,Illness
13120,急性糜烂性胃炎,Illness
13121,双侧大脑后动脉P1段局部管腔狭窄,Illness
13122,双膝半月板损伤,Illness
13123,左侧肾上腺结节,Illness
13124,下肢）,Illness
13125,黄斑病变,Illness
13126,直肠神经内分泌肿瘤切除术后,Illness
13127,右肺下叶炎性病变,Illness
13128,右肺上叶肺气肿,Illness
13129,非ACTH依赖型皮质醇增多症,Illness
13130,射频消融术后,Illness
13131,颅脑外伤后,Illness
13132,左上肺结节,Illness
13133,高血压3级（极高危）,Illness
13134,双肾小结石,Illness
13135,脑梗死（恢复期）,Illness
13136,膝关节囊肿,Illness
13137,脑器质性精神障碍,Illness
13138,糖尿病视网膜1期病变,Illness
13139,反流性食管炎（B级）,Illness
13140,糖尿病足（右足跟部）,Illness
13141,糖尿病视网膜病变（1期）,Illness
13142,右肺上叶塌陷,Illness
13143,肾脏囊肿,Illness
13144,甲状腺微小乳头状癌+中央区淋巴结清扫术后,Illness
13145,牙周感染,Illness
13146,两侧筛窦炎症,Illness
13147,动脉粥样硬化（颈动脉及下肢动脉）,Illness
13148,ICD植入术,Illness
13149,白细胞降低,Illness
13150,高脂血症,Illness
13151,颈椎退变伴椎间盘突出,Illness
13152,泪管堵塞,Illness
13153,玫瑰座疮（毛囊虫感染）,Illness
13154,房颤,Illness
13155,右侧侧脑室轻度扩张,Illness
13156,美尼尔综合症,Illness
13157,左肾上腺结合部结节样增厚,Illness
13158,左肺局限性肺气肿,Illness
13159,颈,Illness
13160,高血压病1级（极高危组）,Illness
13161,左侧输尿管扩张（轻度）,Illness
13162,左乳纤维瘤术后,Illness
13163,非萎缩性胃炎,Illness
13164,肾结石碎石术后,Illness
13165,陈旧性下壁心肌梗死,Illness
13166,左肾静脉扩张,Illness
13167,心律失常，室早,Illness
13168,右肺下叶炎症,Illness
13169,2型糖尿病周围神经病变,Illness
13170,垂体瘤术后,Illness
13171,维生素B12缺乏,Illness
13172,部分椎体骨岛,Illness
13173,右侧椎动脉发育不良,Illness
13174,胆囊切除术后,Illness
13175,慢性活动性肠炎伴隐窝脓肿,Illness
13176,右下肢血运重建术后（球扩支架植入）,Illness
13177,肝右叶囊肿,Illness
13178,贲门炎,Illness
13179,肾动脉狭窄,Illness
13180,右肺下叶少量炎症,Illness
13181,双侧肾上腺轻度增粗,Illness
